title	rating	review
Belle mais probleme de surchauffe	1,0 sur 5 etoiles	Produit recu rapidement. Coque esthetiquement jolie et douce. J'etais Super ravi. Mais apres 10 minutes de recharge avec la coque, mon iPhone a surchauffe de facon intensive alors qu'il ne surchauffe jamais. Je suis peut-etre tombe sur le mauvais lot. C'est dommage. Article renvoye au vendeur.
Tres mauvais produit	1,0 sur 5 etoiles	Ne fonctionne pas bien la coque est trop rigide donc on abime la prise lightning a chaque fois qu'on la met sur l'iphone.Pour ma part objet casse au bout de 1 utilisation : un faux contact..... je ne recommande pas du tout.
Vous ne serrez que ravis par ce produit !	5,0 sur 5 etoiles	Franchement tres agreablement surpris par la capacite de charge de ce produit.La coque est deja tres protectrice grace au materiel utilise!De plus elle n'est pas tres lourde ni emcombrante, je peux la mettre facilement dans ma poche et sortir avec.Elle me permet de charger mon telephone et les telephone de mes collegues au bureau.
Bon produit	5,0 sur 5 etoiles	Suite a des problemes d'autonomie sur mon portable j'ai decide d'acheter cette coque sans trop y croire.Mon telephone  tiens maintenant toute la journee sans que j'ai a me soucier de problemes de batteries.J'en suis tres satisfait.
Je recommande fortement.	5,0 sur 5 etoiles	J'ai achete cette coque et j'en suis vraiment ravi. Je ne suis plus jamais a court de batterie grace a cette coque. Les voyants lumineux sont tres pratique pour connaitre le taux de charge. La coque n'est pas trop lourde et s'epouse parfaitement a mon iPhone 8.
Coque nickel	5,0 sur 5 etoiles	J'ai achete cette coque car je pars bientot en Corse.Elle convient parfaitement a mes attentes ! Je l'ai tester pour voir si elle protegeait bien de l'eau et aucun soucis a ce niveau la. Elle est plutot esthetique en plus donc vraiment cool.Seule inconvenient : elle prends un peu de place. Apres pour l'utiliser pendant les vacances vraiment bien 
Agreable et totalement hermetique	5,0 sur 5 etoiles	J'ai souhaite achete cette coque pour l'utiliser quand j'ai besoin d'aller dans des endroits tres humides, voir des soirees alcoolises et pour prendre des photos dans l'eau.Le paquet est arrive tres rapidement et j'ai constate immediatement le soin de ce dernier. Impossible de faire plus propre et pro a la fois. Le guide d'installation de la coque, un chiffon de nettoyage, des vises de rechange et deux cles pour ces dernieres sont livres a l'interieur de la coque.Le guide est tres comprehensible et l'installation des plus simples. Il est disponible en plusieurs langues pour faciliter encore son utilisation. La coque elle est compose de trois parties : deux plaques en metal, l'une avec l'ecran en son centre, avec en leur centre une coque en silicone accueillant simplement le telephone. Le systeme de bouton poussoir pour le bouton silencieux et super pratique. Et les autres boutons entoures de silicone sont facilement atteignables. Le son sort correctement aucune difficultes a passer un appelle ou a ecouter de la musique. Le trou pour brancher le telephone necessite en revanche plusieurs utilisations (en fonction de l'epaisseur du chargeur ) pour etre utilisable facilement. Le poids du telephone est presque double et j'apprecie beaucoup cela, avec la nouvelle ergonomie apportee, cela colle tres bien !La coque est totalement etanche et rempli largement les conditions relatees plus haut. Je suis totalement satisfait de mon choix, produit tres agreable en main et tout cela pour un prix totalement abordable ! Je vous recommande grandement ce produit !
En colere !!!!	1,0 sur 5 etoiles	La petite piece servant a proteger la prise pour le chargeur s'est cassee en moins de 10 jours !!! J'ai failli ne plus pouvoir charger mon telephone car mon mari a malencontreusement jete la boite avec les petits tournevis dedans . J'ai du extraire le plastique coince dedans avec une petite pince a epiler...Une vraie cochonnerie chinoise !A eviter absolument !!!
Robuste !	5,0 sur 5 etoiles	Achetee pour proteger efficacement un iPhone X. L'esthetique est soignee malgre sa taille imposante. Il faut savoir que l'iPhone X est deja certifie IP67, l'ajout de cette coque, elle meme certifiee IP68 (donc encore mieux pour l'eau), rajoute un degre supplementaire de protection (double protection donc), de plus la notice indique que le portable devrait survivre a une chute de 2m... je n'ai pas teste... Un must ! Pour une personne non-regardante sur l'encombrement :)Il est indique de ne pas utiliser de films protecteurs pour l'ecran dans un souci d'etancheite et de qualite tactile.
Super coque	5,0 sur 5 etoiles	Cette coque protege efficacement mon iPhone 6 contre les chocs d'autant plus qu'elle integre un film protecteur d'ecran.La coque est solide etanche et resistante.Le couvercle entierement scelle empeche la poussiere et la salete de penetrer .Certes elle est un peu volumineuse mais le jeu en vaut la chandelle.
Protection etanche 100%	4,0 sur 5 etoiles	J ai achete ce produit pour faire des videos je l ai mis dans lavabo et j ai vu que la protection est impeccableJe suis content de mon achat
Iphone bien protege !	5,0 sur 5 etoiles	La coque edt arrivee bien emballee dans sa boite.Elle est livre avec tout le necessaire pour le montage ainsi qu'un petit chiffon pour le nettoyage.Elle convient parfaitement pourmin iphone 6. Je le sens beaucoup plus securise face a mon fils de 18 mois.Il ne faut pas laisser de film protecteur sur l'ecran car c'est vraiment ajuste pile-poil.Pour le sons, je le trouve toujours aussi bon et pas de soucis de comprehension. Les orifices de chargement et d'ecouteur sont facilement accessibles par des ouvertures hermetiques amovibles.Pour info, la fissure ecran etait presente avant la coque d'ou un peu la raison de mon achat.
Parfait pour une utilisation antichoc et etanche	5,0 sur 5 etoiles	Belle construction, semble tres solide et leger ! Ideal pour moi qui fait beaucoup de treck en montagne, mon iphone se sentira a l'abris en cas de chute ou de tempete. Je pense aussi que c'est une protection adequate pour des gens qui travaillent sur des chantiers ou en exterieur, expose a des intemperies et a des chutes de telephone par leurs mouvements. Aussi pour ceux qui pratiquent l'escalade evidemment.  Je recommande vivement cet achat. Recu le lendemain de la commande .
Coque vraiment anti choc et etancheite parfaite	5,0 sur 5 etoiles	J'ai achete cette coque pour notre voyage aux antille pour proteger le telephone du sable et de l'eau elle est vraiment super bien elle protege vraiment mais je n'arr Pas a mettre une video mon forfait ne me le permet pas mais elle est geniale!!! Pour la longevite je ne sais pas trop encore mais la elle subit sable sel eau soleil et pour l'Instant aucun probleme
Amelioration necessaire	3,0 sur 5 etoiles	A l'usage cette coque, qui parait etre une veritable protection pour iPhone, montre deux faiblesses :- la protection d'ecran s'abime tres vite- le clapet fermant la prise de l'iphone est tres fragile, j'ai deja du utiliser la piece detachee fournie en plus lors de l'achat (la faiblesse est donc connue)de plus la protection diminue la taille de passage a la prise, certain accessoires comme une prise permettant la recharge et le branchement d'un casque ne peut plus etre utilise.
Vacances	5,0 sur 5 etoiles	Je possede deja une coque legere et efficace mais qui n'a pas la fonction d'etre waterproof, j'ai donc achete ce produit pour pouvoir me passer d'une gopro sous l'eau, j'ai pu l'utiliser uniquement dans de l'eau douce, pas encore dans l'ocean !La coque est lourde mais ce n'est pas pour rien, extremement robuste, bonne chance pour casser une vitre/votre telephone avec ca. La duree de vie de ce produit m'a l'air assez longue et le design me plait. Je vois tres bien une utilisation sur chantier en toute securite !
Protect integrale	5,0 sur 5 etoiles	Coque recu dans les temps annonces et packaging tres qualitatif.La couleur militaire camouflage est tres bien reussi. Le telephone s'emboite parfaitement dans le logement ( iphone xs) et la fermeture par vis lui confere une bonne etancheite. ( rien a voir avec d'autre coque simplement emboiter)Boitier leger et coque en metalqui lui donne de la robustesse.Le telephone est glisse dans un entourage tout caoutchouc qui le protege parfaitement des chocs et semble lui assurer son etencheite.( etencheite non teste).Produit staisfaisant au deballage a voir dans le temps et dans des conditions d'usage sauvage.
Costaud	3,0 sur 5 etoiles	Du solide mais tout de meme un peu lourd ! Par contre pas tres pratique pour la recharge caoutchouc me semblant leger...a voir a l'usage
Tres bonne protection	4,0 sur 5 etoiles	C'est une tres bonne protection. La mise en place est simple et rapide. Il faut juste etre precautionneux pour la placer correctement. Le poids n'est pas un probleme pour moi. Certes l'iphone est plus lourds mais bien proteger et la protection ecran n'empeche pas son utilisation. Quelques petits points de details cependant: les bords de la protection gene un peu l'utilisation bord d'ecran du telephone et du clavier alpha numerique quand on tape vite. Mais le plus genant est que la protection etanche tres efficace empeche pour qq comme moi un peu dur de la feuille d'entendre les sons, la sonnerie et les conversations en appel. Du coup j'utilise beaucoup le casque surtout en environnement bruyant. Le revers de la medaille: tellement etanche que la coque diminue fortement les sons du telephone et le micro en communication.
L'opercule qui ferme l'acces a la prise lightning	4,0 sur 5 etoiles	La housse etanche est encombrante, elle est lourde, elle est surement solide vissee 6 fois. L'envoi comporte d'ailleurs 6 toute petites vis de remplacement (merci mais jusqu'a present je n'en n'ai pas perdues).Par contre, l'opercule qui doit fermer efficacement l'orifice de la prise ligthning (efficacement je l'espere, car il n'est pas possible de tester l'etancheite de la coque si l'iphone x n'est pas dans la coque et s'il est dans la coque et si la coqque n'est pas etanche, l'iphone x sera immerge a ses depends et donc aux miens).A mon avis et a ma demande, il serait souhaitable que l'envoi comporte un opercule supplementaire et une languette plastique supplementaire (qui se visse en bas et a droite du cadre metallique) moyennant eventuellement finance.Personnellement je voudrais acquerir au moins 1 opercule et 1 languette. Comment je dois faire (je n'ai pas besoin, aujourd'hui du moins, d'acquerir une coque supplementaire).Merci
Vitre avant inutile !!	2,0 sur 5 etoiles	Le produit correspond a la description pour l'iPhone X, Le seul reel probleme vient de la vitre avant qui est totalement inutile elle ne touche pas l'ecran du telephone et vous etes oblige d'appuyer fortement pour pouvoir atteindre l'ecran tactile j'ai du donc la retirer pour pouvoir utiliser l'ecran de mon telephone normalement.. Heureusement que je n'avais pas retire l'ecran de protection rigide qui etait deja sur mon telephone!  En plus de cela cette protection tache  enormement !!  C'est tres difficile a nettoyer car tres mauvaise qualite de plastique..
coque telephonne	5,0 sur 5 etoiles	bonjourj'avais besoin d'une coque pour proteger mon iPhone en toute circonstances, y compris lors de mon travaille telephone est quotidiennement expose aux poussieres en tout genre et travaillant en atelier il peut lui arriver de chuter.cette coque a solutionne tout mes problemes mon telephone est parfaitement proteger et il ne craint plus les chutesc'est une coque ideale que je recommande vraiment, je suis plus que ravi de mon achat et en plus la livraison a ete tres rapide.
Coque etanche	5,0 sur 5 etoiles	Alors j'ai recu la coque dans la journee, Et donc j'ai pu l'essayer dans ma piscine !! Je pense que ce produit a 2 fonctions , premiere fonction antichoc : Rien a dire parfait, on a l'impression de tenir un appareil milliaire, 2eme fonction etancheite : alors je trouve qu'il est pas totalement etanche donc attention ( peut etre mauvaise utilisation de ma part) Sinon Bon produit
Solide, coque geniale	5,0 sur 5 etoiles	Je suis une grande maladroite, cette coque etait donc faite pour moi. Depuis reception, elle m'a deja beaucoup servie ^^. Elle est meme fournie avec une dragonne, qui s'avere bien pratique. La couleur est belle. Quand au son il est tres bon et la coque n'entrave aucunement l'utilisation du telephone ! Je suis donc super satisfaite !!!
Impressionnant !	5,0 sur 5 etoiles	J'ai choisi ce produit pour une protection ultime de mon I Phone X et une etancheiteParfaite!Il est esthetique meme que surdimensionnee!,  robuste et etanche, de plus, sensibilite tactile et sonorite preservees !Je n'ai pas mis de protection ecran, il a un tres bon grip et est hyper robuste?, ca doir't suffire en principe!Je suis content de mon achat, je recommande!
Tres impressionnant.	5,0 sur 5 etoiles	J'ai installe cette protection sur l'iphone de ma femme. Nous avons deux enfants en bas age et il arrive qu'ils jouent avec l'iphone. Il peut tomber par terre. Voire etre lance contre un mur! Aie!!! Eh bien, avec cette coque, aucun souci. Tres belle qualite de fabrication. Point important: le bouton tactile en bas de l'ecran est entierement recouvert par le silicone du boitier. C'est tres bien, car la poussiere et la salete ne peuvent pas penetrer.
top	4,0 sur 5 etoiles	a premiere vu ca a l air bien apres je n ai pas eu l occasion de faire tomber mon tel dans l eau donc je ne connait pas sa reele efficacite.mais ce qui concerne la solidite impeccable. on entend pas trop mal une legere vibration du film etanche lors des discussions.et une tres legere perte de reseau.mais pour mon utilite en mer c est top
Coque resistante a toute epreuve	5,0 sur 5 etoiles	En 1 semaine, j'ai pu tester l'etancheite et la resistance de cette coque. Si les visses sont bien mises et si tout est fait comme dans le mode d'emplois, la resistance a l'eau est correcte et aucun degats apres plusieurs chutes. Le seul defaut et qu'il faut quelques minutes pour mettre la coque sur le telephone
Solide	5,0 sur 5 etoiles	Fait pour durer ! Un lourd mais efficacite avant tout ! PetitePerte de sensibilite du clavier surtout si vous avez une feuille blindee !Mais j'ai prefere la laisser ! Top produit
Solide	5,0 sur 5 etoiles	J'en avais besoin car je vais souvent surfer et voulant prendre mon telephone sur moi il me fallait une protection solide contre l'eau.  La qualite des materiaux utilise sont tres solide. Le tactile de mon ecran marche tres bien. La qualite photo reste impeccable. Il est assez leger et peu encombrant.
Bien mais attention	5,0 sur 5 etoiles	Tres simple a installer. Tres bonne protection du telephone. L'ecran tactile fonctionne parfaitementSeul petit defut : c'est lourd (420 g avec le telephone !) autres soucis potentiels : les prises de chargement et de casques sont loins. Pas question d'utiliser des prises coudees, la fiche ne s'enfonce pas completement, empechee par la coque.
parfait pour utiliser sous l'eau	5,0 sur 5 etoiles	Bon ben je n'ai pas pu tester sous la piscine vu la saison par contre, je l'ai teste dans mon jacuzzi. Et j'ai pris des photos impeccables, aucun flou, des images vraiment nettes et la coque protege vraiment bien et vraiment etanche donc je la conseille pour les fans de sensations fortes aquatiques
defaut dans la coque	3,0 sur 5 etoiles	coque massive et donc tres resistante. Par contre il manque l'interieur du bouton "marche/arret" sur l'iphone6, donc impossible a activer, alors que de l'autre cote, l'interieur des boutons "volume +/-" sont present. dommage
super	5,0 sur 5 etoiles	j'ai casse a 2 reprises mon ecrand'Iphone 6S, 70EUR de reparation a chaque fois...Cette coque au premier abord semble lourde et imposante mais est tres efficace, simple d'utilisation (meme pour visser deviser les visses.Le rendu est bien, ne change en rien l'utilisation ET securise a 100% mon tel portable
Coque qu'il a l'air tres solide	4,0 sur 5 etoiles	Bonne coque qu'il a l'air tres solide je l'es tester vite fait dans le lavabo pour le moment il na pas prit l'eau je l'es achete supecialemet pour des vacances a sun park en Belgique pour prendre des photos dans la picine j'espers Qu'il ne prendra pas l'eau je ferais un retour a mon retour de vacance
L'etancheite a l'air bonne	5,0 sur 5 etoiles	Offert a mon frere, il en ai contant. La coque est de bonne qualite. Pas tres complique a installer. Le seul hic c'est lors du chargement il faut bien placer le cable. Sinon l'etancheite a l'air tres bonne
Coque etanche metal pour i phone7+	5,0 sur 5 etoiles	kit livre avec outil de montage vis de rechange et coque metal et silicone.il englobe completement le telephone.Parfaitement etanche, resistant tres utile pour tout ceux qui comme moi sont maladroit
Conforme a la description	5,0 sur 5 etoiles	Bon rapport qualite prix. Elle remplie entierement ces fonctions, elle est certe un peu imposante mais permet de proteger entierement son telephone de tout les petits desagrement exterieur.
Decut	1,0 sur 5 etoiles	Peinture metallique qui s'ecaille rapidement. Au premier choc un bout de metal c'est enfonce et deforme. Le goupillon de fermeture du port de charge c'est casse en qq jours.
Probleme iphonex	1,0 sur 5 etoiles	Utilise avec un iPhone X.Bien protege mais poblemes lors de l utilisation du telephone:- jeu au niveau de la protection de l' ecran (espace entre le plastique de l'ecran)donc moins bonne reactivite de l ecran et necessite d'appuyer plus fort- difficulte a ecrire au clavier les lettres a et q sont difficiles
Coque	5,0 sur 5 etoiles	Tres bien cette coque en tout cas pour mon utilisation je suis tres maladroite et je la trouve tres pratique. Un peu lourde mais ca ne me derange pas. Facile a utiliser
Excellente coque !	5,0 sur 5 etoiles	J'ai commande cette coque pour proteger mon iPhone 6 contre les chutes et je ne suis vraiment pas decus! La coque est super solide , je l'ai fait tombe plus d'une fois pour essayer sa resistance , et le telephone et la coque sont en parfaite etat. De plus la coque est bien etanche , ce qui permet d'eviter toute oxydation. Je recommande !
Coque antichoc	2,0 sur 5 etoiles	Coque a revoir car dommage que se n est pas une vitre verre trempe devant plastique fragile donc au moindre choc au niveau de l ecran lcd de l iPhone et on peut changer l ecran
Telephone indestructible	5,0 sur 5 etoiles	J'aime beaucoup me doucher en ecoutant de la musique  ou en surfant sur les reseaux !Avec cette coq je peux me doucher tranquillement, tout en etant sur mon telephone !La coq n'est pas super grosse, tiens dans une petite main !Facile d'installation J'ai l'impression qu'avec cette coq mon telephone vas etre indestructibles Possibilite de surfer sur le net meme avec beaucoup d'eau sur la vitre de la coq!Super pratique
Coque resistante	5,0 sur 5 etoiles	Coque de telephone recu en debut de semaine, tres utile pour moi habitant au bord de la mer, la coque est tres etanche car aucune fuite a deplorer apres utilisation dans l'eau. Et tres epaisse pour la resistance mecanique.Je la recommande vivement.
arrive le 8 decembre mais malheureusement il ne fonctionne pas	1,0 sur 5 etoiles	Je me suis fait plaisir mais des la mise en service,  il ne fonctionne pas. je n'arrive pas a l'eteindre ou l'allumer.je n'ai pas eu l'occasion de m'en servir.  Tres decue.
Le smartphone ultime	5,0 sur 5 etoiles	Ce telephone est excellent sur tous les points. L'ecran est incroyable et la puissance demesuree tout en offrant une batterie impressionnante. Les photos Smart HDR sont souvent plus reussies qu'avec des cameras professionnelles..  Bref, cet iPhone est un bijou de technologie, au prix totalement delirant certes, mais qui ravira ceux qui veulent le meilleur de la technologie disponible a ce jour.Par contre a l'intention d'Amazon : livraison SANS SIGNATURE et sur le palier... C'est carrement inadmissible pour un article de ce prix. Que se serait-il passe si le colis avait ete vole ???
A-Mountain au Top	5,0 sur 5 etoiles	Iphone XS mAx recu ce jour, appareil neuf de 256go au tarif de 1299e merci amazon... cela me change beaucoup de mon ancien iPhone 7. il est parfait. tiens bien dans ma main, attention il faut une grande main, car il est big big.... je remercie le vendeur A-Mountain pour la qualite de son service. 10/10 !!!
Bon produit!!	4,0 sur 5 etoiles	Joli cadeau offert a ma femme, une centaine d'euros de moins qu'Apple, mais un doute au niveau de l'emballage qui parait etre un iPhone reconditionne ( emballage visible sur la premiere photo et troisieme) il n'etait pas si blister scelle ,pourtant indique comme neuf et envoye et expedie par Amazon.
A fuir !!	1,0 sur 5 etoiles	Telephone soi-disant neuf mais deja configure et en hollandais !!! Donc deja allume.  Et quand on remet le telephone a zero on decouvre une application acces guide a distance.  Qui veut dire qu'ils peuvent gerer tout le telephone a distance.  Le pire c'est que l'application ne fonctionne pas et que le tactile ne repond plus du tout. La reponse du vendeur ( le  telephone est sous garantie aller en Apple Store le plus proche )  telephone qui est cense etre neuf mais qui doit partir directement en reparation.  Vendeur a fuir !!!
iPhone 100 % authentique Apple.	5,0 sur 5 etoiles	iPhone vendu par A-Mountain et expedie par Amazon.Le produit est un import destine a d'autres marches europeens mais il est 100 % original Apple avec numero de serie authentique, boite scellee d'origine et accessoires. Aucun probleme a l'activation. Vendu avec une belle reduction sur le prix plein.
La Rolls Royce d'Apple	5,0 sur 5 etoiles	Etant developpeur d'application, il s'agit en partie de mon outils de travail. Mais a titre personnel, et ayant eu l'iPhone X avant, je dois avouer que les principales nouveautes sont tres bien accueillis, a savoir:* Plus grand ecran* High Dynamic Range (meme sur des videos Youtube, alors que l'application ne propose meme pas la 4K mais bon c'est un autre debat)* L'appareil photo ! Je n'ai jamais eu autant de plaisir a prendre des photos dans la penombre, en HDR, les retoucher en deux temps trois mouvements, faire des videos d'une qualite impressionnante (meme apres visionnage sur un ecran de macbook retina, la qualite est folle)* l'eSim, avec laquelle je peux me permettre d'avoir une ligne pro et une perso sur un seul telephone.Il vaut cher, Apple le vend cher certes (merci Black Friday Amazon d'ailleurs), mais pour rien au monde je ne regrette mon achat.
Iphone bloque par une societe luxembourgeoise	1,0 sur 5 etoiles	Extremement decue, certes Iphone arrive a temps pour Noel mais plaisir gache. L'iphone s'est bloque avec mes donnees perso, visiblement faisant partie d'une flotte d'entreprise. Je n'ai jamais vu ca ...et Apple non plus !!!
toppissime	5,0 sur 5 etoiles	parfait livrer en 2 jours ouvre
Comme d'habitude chez Apple : superbe telephone (iPhone Xs Max)	5,0 sur 5 etoiles	Aucune surprise, le telephone est au top (iPhone Xs Max) : performance, ecran (OLED), design, finition, iOS. Tout y est.Ma femme, qui est une afficionados de la marque a la pomme, a adore son cadeau.Et avec 256 Go, elle pourra tenir au moins 2-3 ans (jusqu'au prochain changement de telephone...) avant de le remplir.Mais comme d'habitude chez Apple, ca se paie au prix fort et ces dernieres annees, je deplore une tres forte inflation sur les prix chez Apple (un iPhone au prix d'un MacBook...) : il compense la perte de volume par une augmentation des prix...NB : pas d'avis sur l'etancheite, car je ne l'ai pas testee :-)
Parfait!	5,0 sur 5 etoiles	Produit importe mais conforme a la description, aucun probleme pour l'utilisation en France, chargeur francais dans la boite.Impossible de trouver moins cher en magasin!Commande le vendredi, recu le lundi matin avec la livraison rapide.
Parfait	5,0 sur 5 etoiles	Xs max 64 Totalement neufAbsolument aucun problemeEnvoi parfaitSous blister comme a l'apple store ou chez les operateurs...mais bien moins chers...A recommander les yeux fermes.Produit genial et c'est l'aboutissement des versions 6plus 6splus et 7plus anterieures que j'ai eu.Franchissez le pas ! Enfin le gel
Prix !	5,0 sur 5 etoiles	BlackFriday donc je n'ai pas hesite a economise 200EUR sur cet iPhone XS Max !Que dire que je suis toujours autant satisfait de leur smartphone. La qualite photo est tout de meme bien ameliore par rapport a mon X. Reconnaissance faciale bien plus rapide et agreable au quotidien. Merci au vendeur pour ce prix battant toute concurrrence au vu de l'age du smartphone !
Je pensais a une arnaque mais ?	5,0 sur 5 etoiles	Un pur Iphone XS Max pour un prix plus bas qu'habituellement (1064EUR au moment de l'achat, c'est 200 euros economises !) Il fonctionne parfaitement bien, reconnu correctement pour la synchronisation de l'Apple Store, iCloud et tout ce qui va avec !Il se synchronise avec tout ce qui faut, ce n'est donc pas une arnaque mais un authentique Iphone !Franchement, c'est cher mais qu'est ce que c'est bien !C'est mon premier iOS et franchement, il n'y a pas photo, entre Android et iOS, il y a un monde de difference en terme d'avancee technologique !Votre portefeuille aura mal mais votre confort va etre mis en avant !Bon achat !
Foncez!	5,0 sur 5 etoiles	Commande et recu 2 jours apres. L'Iphone est bien un original, bien sous emballage et non une copie. L'activation du telephone s'est fait en aucun soucis aupres de Apple. Vendeur serieux de la part de A-montain.J'ai commande cet iphone car je voulais passer a IOS et que le design du telephone me plaisait plutot bien! Je ne conseillerai ce telephone qu'aux personnes fan de Apple. Car rapport/prix il y a largement mieux du cote android. Payer 1200EUR et ne pas avoir de prise lightning vers jack... ca montre deja la couleur quand on passe chez Apple.
Parfait	5,0 sur 5 etoiles	Conforme au descriptif et avec le black friday Amazon, chez A-mountain le 256 go etait moins cher que le 64 go chez Apple ou certains operateurs et autres sites. Livraison plus rapide que prevu, je recommande completement.
Produit neuf,officiel Apple (Vendeur A-MOUNTAIN)	5,0 sur 5 etoiles	Vendeur A-MOUNTAIN super!Livraison prevue initialement le 15/01 produit recu le 07/01 bonne surprise!! Produit neuf, officiel Apple, sous blister, prise europeenne, ecouteurs filaires avec connecteur lightning.Concernant le telephone je suis fidele a Apple depuis le 3G, et je ne suis jamais decue (A part niveau tarifs!!). Tres bel ecran, prise en main facile, photos au top
Quelle belle image !	5,0 sur 5 etoiles	Cadeau de noel anticipe et personnel, j'ai profite d'un bon tarif et suis tout a fait ravie de ce telephone avec toutes ses nouveautes !J'ai commence a apprendre a utiliser l'appareil photo absolument genial de ce telephone. Une qualite impressionnante.
Livraison parfaite !	5,0 sur 5 etoiles	Livraison rapide ! Moins de 15h !Produit parfait, agree par Apple car j'ai pu souscrire un AppleCare ! Bravo et gros merci !
juste magnifique	5,0 sur 5 etoiles	A ce jour jai bien recu mon telephone il juste magnifique et repond parfaitement a mes attentes ,Rapide fonctionnel l'ecran retina est simplement  splendide  quasi 100 euros de moins que chez apple alors a ne pas hesitez  sinon aucun problemes a signaler commander en Prime recu le lendemainmerci amazon
Awesome phone 	5,0 sur 5 etoiles	Etant un apple addict j'imagine que mon avis sera plus partial mais je viens de passer du iPhone 6s au Xs Max et c'est clairement une revolution. Merci Amazon pour le Black Friday. Plus que satisfait du telephone.
iPhone XS Max	5,0 sur 5 etoiles	Super telephone ! Comme d'habitude avec apple !livraison en 1 jour sans frai de port vrai iPhone Max sous blister avec prise Europe moins chere que chez apple ou un autre distributeur ! Ne pas hesitez !
Produit au top. Un iPhone quoi...	5,0 sur 5 etoiles	Heureux de retrouver Apple. C'est une joie de quitter android et de retrouver un os bien finit et un smartphone haut de gamme qui en vaut la peine. Un regale !
iPhone XS Max 64	5,0 sur 5 etoiles	Vendeur serieux  iPhone XS Max  original
Juste magnifique 	5,0 sur 5 etoiles	iPhone XS Max recu aujourd'hui meme j'en suis ravi je recommande les yeux fermes se vendeur
Bon produit	4,0 sur 5 etoiles	Produit officiel Apple, cependant la description au dos et les flyers sont dans une langue de l'est
iPhone XS Max [?]	5,0 sur 5 etoiles	Super telephone 
Tres satisfait	5,0 sur 5 etoiles	Produit conforme aux attentes livre tres rapidement
Article conforme.	4,0 sur 5 etoiles	Recu dans les temps. Livraison rapide. Me convient parfaitement. Grand ecran. Il faut s'habituer a l'absence de bouton en bas mais sinon ca va. Par contre le prix n'est pas donne.
Aucun soucis, je recommande !	5,0 sur 5 etoiles	Franchement rien a dire bien recu avec un delais respectes, bien emballer aucun probleme il fonctionne nikel je recommande fortement sans aucun soucis.
Produit conforme	4,0 sur 5 etoiles	Produit conforme indique , neuf emballe avec tout accessoires.Probleme de livraison, reglee par la suite avec Amazon. Je recommande cet article
Super satisfait	5,0 sur 5 etoiles	Livraison rapide et produit conforme, rien a dire !
Il beuge	1,0 sur 5 etoiles	Je n'est pas aimer qui beug.
Iphone Neuf et livraison rapide	5,0 sur 5 etoiles	Iphone neuf livre en un temps record.Ravie de mon achat et des economies realisees !Pas besoin de se deplacer chez un operateur ou en Apple Store.
Coque solide	5,0 sur 5 etoiles	Bon produit je recommande
iPhone d'origine	5,0 sur 5 etoiles	Top iPhone neuf , d'origine et incroyable petit bijou Apple faut toujours les choses bien de toute facon
Nikel	5,0 sur 5 etoiles	Je lai acheter en cadeau de noel pour copain, c'etait le plus heureux du monde, emballage nikel, telephone bien proteger, je devais le recevoir une journee en avance mais c'etait un souci de badge c tt, duree de la batterie lui plait beaucoup, il ne c'est pas encore plaint pour l'instant.
iphone xs max	5,0 sur 5 etoiles	Arriver dans les temps de livraison et neufje recommande vivement !!!
Parfait	5,0 sur 5 etoiles	
iPhone XS MAX	5,0 sur 5 etoiles	Parfait , recu rapidement et belle remise grace aux Black friday mais je pense que c'est modele reconditionne
Bonne qualite mais materiau mal concu	2,0 sur 5 etoiles	La finition de cette coque de protection est tres bonne, et protege bien l'iPhone. Mais le gros probleme est que le materiau, bien qu'agreable au toucher, est encore mal concu comme sur toutes les coques en silicone d'Apple precedentes : c'est un veritable aimant a poussiere. La moindre particule de salete ou de poussiere se colle a la coque, si bien qu'elle devient rapidement sale quoiqu'on fasse et doit etre tres regulierement nettoyee pour ne pas qu'on a l'impression de tenir un telephone plein de crasse. Le silicone devrait etre davantage poli et moins rugueux : en l'etat, je trouve personnellement que cette coque rend la prise en main du telephone tres desagreable.Preferez dans la gamme des coques Apple, si votre ethique ne vous y empeche pas, le modele en cuir, qui n'a pas du tout ce probleme et qui ne coute que dix euros de plus.
Super	5,0 sur 5 etoiles	Tres belle coque et tres belle couleur malgre que ce ne soit pas un vrai noir. Livraison rapide.
conforme a mes attentes	4,0 sur 5 etoiles	Une coque qui s'adapte parfaitement a mon telephone et le protege efficacement. Je suis tres satisfait je recommande cet article.
Elle s'abime vite	1,0 sur 5 etoiles	La coque est devenue brillante a certains endroits , ca fait cher et ca fait que 3 mois que je l'ai ... elle s'abime vite
La qualite n'est ps au rendez-vous	1,0 sur 5 etoiles	Je ne suis pas certain que la coque soit officiel finalement, j'ai un peu du mal quand je compare ce produit a un produit que j'achete en boutique, le silicone se degrade rapidement.
Coque	5,0 sur 5 etoiles	Livraison tres rapideConformeJe recommande
Nul	1,0 sur 5 etoiles	Non elle vaut pas la peine
Coque au top !	5,0 sur 5 etoiles	Top RAS.
Tres bien	5,0 sur 5 etoiles	Produits excellent
Top de top	5,0 sur 5 etoiles	Je suis tres content le meilleur c'est Amazin
Decu du produit recu	2,0 sur 5 etoiles	Produit non d'origine Apple. comme precise dans l'annonce Le fabriquant n'est pas Apple.Limite proche de la contrefacon on dirait.
